timestamp,I_nA,V_uV,R_uOhm,chip_temp_C,note,elapsed_s,current_adc_status,voltage_adc_status,control_mode,control_enabled,control_fault,control_status,target_current_mA,measured_current_mA,measured_voltage_mV,measured_resistance_ohm,target_temp_C,measured_temp_C,temperature_error_C,temperature_integral_mA,drive_mV,power_uW
2026-08-07 14:52:32.651,12583564,731268,58112944,34.999544,,0.248,0x00,0x00,TEMPERATURE,1,0,OK,12.584,12.583,731.0,58.113,35.0,35.0,0.0,12.584,280.0,9202.0
2026-08-07 14:52:33.486,12583524,731266,58112940,34.999514,,1.083,0x00,0x00,TEMPERATURE,1,0,OK,12.585,12.583,731.0,58.113,35.0,34.999,0.001,12.584,280.0,9201.0
2026-08-07 14:52:34.370,12583660,731274,58112964,34.999695,,1.967,0x00,0x00,TEMPERATURE,1,0,OK,12.585,12.583,731.0,58.113,35.0,34.999,0.001,12.584,280.0,9201.0
2026-08-07 14:52:35.185,12583796,731282,58113004,34.999997,,2.782,0x00,0x00,TEMPERATURE,1,0,OK,12.585,12.583,731.0,58.113,35.0,34.999,0.001,12.584,280.0,9201.0
2026-08-07 14:52:36.021,12583744,731279,58113000,34.999967,,3.618,0x00,0x00,TEMPERATURE,1,0,OK,12.583,12.584,731.0,58.113,35.0,35.001,-0.001,12.584,280.0,9203.0
2026-08-07 14:52:36.872,12583696,731276,58112980,34.999816,,4.468,0x00,0x00,TEMPERATURE,1,0,OK,12.583,12.584,731.0,58.113,35.0,35.001,-0.001,12.584,280.0,9203.0
2026-08-07 14:52:37.706,12583654,731274,58112976,34.999785,,5.303,0x00,0x00,TEMPERATURE,1,0,OK,12.583,12.584,731.0,58.113,35.0,35.0,0.0,12.584,280.0,9202.0
2026-08-07 14:52:38.522,12583624,731272,58112964,34.999695,,6.118,0x00,0x00,TEMPERATURE,1,0,OK,12.583,12.584,731.0,58.113,35.0,35.0,0.0,12.584,280.0,9202.0
2026-08-07 14:52:39.836,12583754,731280,58112988,34.999876,,7.432,0x00,0x00,TEMPERATURE,1,0,OK,12.584,12.583,731.0,58.113,35.0,35.0,0.0,12.584,280.0,9202.0
2026-08-07 14:52:40.650,12583724,731278,58112988,34.999876,,8.247,0x00,0x00,TEMPERATURE,1,0,OK,12.584,12.583,731.0,58.113,35.0,35.0,0.0,12.584,280.0,9202.0
2026-08-07 14:52:41.485,12583704,731277,58112992,34.999906,,9.082,0x00,0x00,TEMPERATURE,1,0,OK,12.583,12.584,731.0,58.113,35.0,35.001,-0.001,12.584,280.0,9202.0
2026-08-07 14:52:42.372,12583670,731275,58112984,34.999846,,9.968,0x00,0x00,TEMPERATURE,1,0,OK,12.583,12.584,731.0,58.113,35.0,35.001,-0.001,12.584,280.0,9202.0
2026-08-07 14:52:43.187,12583628,731272,58112976,34.999785,,10.783,0x00,0x00,TEMPERATURE,1,0,OK,12.583,12.584,731.0,58.113,35.0,35.001,-0.001,12.584,280.0,9202.0
2026-08-07 14:52:44.021,12583596,731270,58112980,34.999816,,11.618,0x00,0x00,TEMPERATURE,1,0,OK,12.584,12.583,731.0,58.113,35.0,35.0,0.0,12.584,280.0,9202.0
2026-08-07 14:52:44.872,12583730,731278,58113012,35.000057,,12.469,0x00,0x00,TEMPERATURE,1,0,OK,12.584,12.583,731.0,58.113,35.0,35.0,0.0,12.584,280.0,9202.0
2026-08-07 14:52:45.709,12583698,731277,58113016,35.000088,,13.305,0x00,0x00,TEMPERATURE,1,0,OK,12.582,12.584,731.0,58.113,35.0,35.001,-0.001,12.584,280.0,9203.0
2026-08-07 14:52:46.523,12583676,731275,58113008,35.000027,,14.120,0x00,0x00,TEMPERATURE,1,0,OK,12.582,12.584,731.0,58.113,35.0,35.001,-0.001,12.584,280.0,9203.0
2026-08-07 14:52:47.838,12583666,731274,58112988,34.999876,,15.434,0x00,0x00,TEMPERATURE,1,0,OK,12.584,12.584,731.0,58.113,35.0,35.0,0.0,12.584,280.0,9202.0
2026-08-07 14:52:48.652,12583824,731284,58113004,34.999997,,16.249,0x00,0x00,TEMPERATURE,1,0,OK,12.584,12.584,731.0,58.113,35.0,35.0,0.0,12.584,280.0,9202.0
2026-08-07 14:52:49.487,12583982,731293,58113036,35.000239,,17.084,0x00,0x00,TEMPERATURE,1,0,OK,12.584,12.584,731.0,58.113,35.0,35.0,0.0,12.584,280.0,9203.0
2026-08-07 14:52:50.372,12583962,731292,58113048,35.000329,,17.969,0x00,0x00,TEMPERATURE,1,0,OK,12.584,12.584,731.0,58.113,35.0,35.0,0.0,12.584,280.0,9203.0
2026-08-07 14:52:51.187,12583946,731291,58113044,35.000299,,18.784,0x00,0x00,TEMPERATURE,1,0,OK,12.584,12.584,731.0,58.113,35.0,35.0,0.0,12.584,280.0,9203.0
2026-08-07 14:52:52.023,12583920,731290,58113052,35.000360,,19.620,0x00,0x00,TEMPERATURE,1,0,OK,12.582,12.584,731.0,58.113,35.0,35.001,-0.001,12.584,280.0,9203.0
2026-08-07 14:52:52.872,12583890,731289,58113072,35.000511,,20.469,0x00,0x00,TEMPERATURE,1,0,OK,12.582,12.584,731.0,58.113,35.0,35.001,-0.001,12.584,280.0,9203.0
2026-08-07 14:52:53.708,12583854,731286,58113080,35.000571,,21.305,0x00,0x00,TEMPERATURE,1,0,OK,12.582,12.584,731.0,58.113,35.0,35.002,-0.002,12.584,280.0,9203.0
2026-08-07 14:52:54.523,12583812,731284,58113092,35.000662,,22.120,0x00,0x00,TEMPERATURE,1,0,OK,12.582,12.584,731.0,58.113,35.0,35.002,-0.002,12.584,280.0,9203.0
2026-08-07 14:52:55.837,12583762,731281,58113092,35.000662,,23.434,0x00,0x00,TEMPERATURE,1,0,OK,12.583,12.584,731.0,58.113,35.0,35.001,-0.001,12.583,280.0,9202.0
2026-08-07 14:52:56.687,12583708,731278,58113100,35.000722,,24.284,0x00,0x00,TEMPERATURE,1,0,OK,12.583,12.584,731.0,58.113,35.0,35.001,-0.001,12.583,280.0,9202.0
2026-08-07 14:52:57.487,12583666,731276,58113116,35.000843,,25.084,0x00,0x00,TEMPERATURE,1,0,OK,12.581,12.583,731.0,58.113,35.0,35.002,-0.002,12.583,280.0,9201.0
2026-08-07 14:52:58.372,12583468,731264,58113100,35.000722,,25.969,0x00,0x00,TEMPERATURE,1,0,OK,12.581,12.583,731.0,58.113,35.0,35.002,-0.002,12.583,280.0,9201.0
2026-08-07 14:52:59.187,12583276,731253,58113072,35.000511,,26.784,0x00,0x00,TEMPERATURE,1,0,OK,12.581,12.583,731.0,58.113,35.0,35.002,-0.002,12.583,280.0,9201.0
2026-08-07 14:53:00.022,12583272,731253,58113080,35.000571,,27.619,0x00,0x00,TEMPERATURE,1,0,OK,12.584,12.582,731.0,58.113,35.0,35.0,0.0,12.583,280.0,9199.0
2026-08-07 14:53:00.872,12583268,731253,58113084,35.000601,,28.469,0x00,0x00,TEMPERATURE,1,0,OK,12.584,12.582,731.0,58.113,35.0,35.0,0.0,12.583,280.0,9199.0
2026-08-07 14:53:01.707,12583258,731252,58113088,35.000632,,29.304,0x00,0x00,TEMPERATURE,1,0,OK,12.583,12.582,731.0,58.113,35.0,35.0,0.0,12.583,280.0,9200.0
2026-08-07 14:53:02.522,12583246,731251,58113100,35.000722,,30.119,0x00,0x00,TEMPERATURE,1,0,OK,12.583,12.582,731.0,58.113,35.0,35.0,0.0,12.583,280.0,9200.0
2026-08-07 14:53:03.836,12583248,731252,58113132,35.000964,,31.433,0x00,0x00,TEMPERATURE,1,0,OK,12.581,12.583,731.0,58.113,35.0,35.002,-0.002,12.583,280.0,9201.0
2026-08-07 14:53:04.651,12583084,731242,58113128,35.000934,,32.248,0x00,0x00,TEMPERATURE,1,0,OK,12.581,12.583,731.0,58.113,35.0,35.002,-0.002,12.583,280.0,9201.0
2026-08-07 14:53:05.487,12582918,731233,58113136,35.000994,,33.083,0x00,0x00,TEMPERATURE,1,0,OK,12.58,12.582,731.0,58.113,35.0,35.002,-0.002,12.583,280.0,9200.0
2026-08-07 14:53:06.372,12582768,731224,58113148,35.001085,,33.969,0x00,0x00,TEMPERATURE,1,0,OK,12.58,12.582,731.0,58.113,35.0,35.002,-0.002,12.583,280.0,9200.0
2026-08-07 14:53:07.187,12582618,731216,58113172,35.001266,,34.783,0x00,0x00,TEMPERATURE,1,0,OK,12.58,12.582,731.0,58.113,35.0,35.002,-0.002,12.583,280.0,9200.0
2026-08-07 14:53:08.023,12582478,731208,58113200,35.001478,,35.620,0x00,0x00,TEMPERATURE,1,0,OK,12.579,12.581,731.0,58.113,35.0,35.003,-0.003,12.582,280.0,9198.0
2026-08-07 14:53:08.872,12582358,731201,58113212,35.001568,,36.468,0x00,0x00,TEMPERATURE,1,0,OK,12.579,12.581,731.0,58.113,35.0,35.003,-0.003,12.582,280.0,9198.0
2026-08-07 14:53:09.708,12582254,731195,58113232,35.001720,,37.305,0x00,0x00,TEMPERATURE,1,0,OK,12.579,12.58,731.0,58.113,35.0,35.003,-0.003,12.582,280.0,9198.0
2026-08-07 14:53:10.523,12582140,731189,58113244,35.001810,,38.119,0x00,0x00,TEMPERATURE,1,0,OK,12.579,12.58,731.0,58.113,35.0,35.003,-0.003,12.582,280.0,9198.0
2026-08-07 14:53:11.837,12582026,731182,58113252,35.001871,,39.433,0x00,0x00,TEMPERATURE,1,0,OK,12.578,12.58,731.0,58.113,35.0,35.003,-0.003,12.582,280.0,9197.0
2026-08-07 14:53:12.652,12581930,731177,58113248,35.001840,,40.249,0x00,0x00,TEMPERATURE,1,0,OK,12.578,12.58,731.0,58.113,35.0,35.003,-0.003,12.582,280.0,9197.0
2026-08-07 14:53:13.488,12581836,731171,58113256,35.001901,,41.085,0x00,0x00,TEMPERATURE,1,0,OK,12.579,12.58,731.0,58.113,35.0,35.003,-0.003,12.582,280.0,9197.0
2026-08-07 14:53:14.373,12581576,731156,58113224,35.001659,,41.969,0x00,0x00,TEMPERATURE,1,0,OK,12.579,12.58,731.0,58.113,35.0,35.003,-0.003,12.582,280.0,9197.0
2026-08-07 14:53:15.188,12581322,731141,58113204,35.001508,,42.785,0x00,0x00,TEMPERATURE,1,0,OK,12.579,12.58,731.0,58.113,35.0,35.003,-0.003,12.582,280.0,9197.0
2026-08-07 14:53:16.024,12581238,731136,58113212,35.001568,,43.620,0x00,0x00,TEMPERATURE,1,0,OK,12.58,12.579,731.0,58.113,35.0,35.001,-0.001,12.581,280.0,9195.0
