timestamp,I_nA,V_uV,R_uOhm,chip_temp_C,note,elapsed_s,current_adc_status,voltage_adc_status,control_mode,control_enabled,control_fault,control_status,target_current_mA,measured_current_mA,measured_voltage_mV,measured_resistance_ohm,target_temp_C,measured_temp_C,temperature_error_C,temperature_integral_mA,drive_mV,power_uW
2026-08-06 11:06:52.502,508591,76290,150001888,1179.928088,,0.167,0x00,0x00,CURRENT,1,0,OK,0.5,0.507,76.0,150.002,,1179.932,,,6.0,39.0
2026-08-06 11:06:53.816,509566,76436,150001616,1179.925216,,1.481,0x00,0x00,CURRENT,1,0,OK,0.5,0.509,76.0,150.002,,1179.934,,,6.0,39.0
2026-08-06 11:06:54.631,510497,76575,150001600,1179.925047,,2.296,0x00,0x00,CURRENT,1,0,OK,0.5,0.509,76.0,150.002,,1179.934,,,6.0,39.0
2026-08-06 11:06:55.465,511201,76681,150001776,1179.926905,,3.130,0x00,0x00,CURRENT,1,0,OK,0.5,0.512,77.0,150.002,,1179.927,,,6.0,39.0
2026-08-06 11:06:56.354,511701,76756,150001856,1179.927750,,4.019,0x00,0x00,CURRENT,1,0,OK,0.5,0.512,77.0,150.002,,1179.927,,,6.0,39.0
2026-08-06 11:06:57.169,512187,76829,150001744,1179.926567,,4.834,0x00,0x00,CURRENT,1,0,OK,0.5,0.512,77.0,150.002,,1179.927,,,6.0,39.0
2026-08-06 11:06:58.003,512476,76872,150001872,1179.927919,,5.668,0x00,0x00,CURRENT,1,0,OK,0.5,0.514,77.0,150.002,,1179.926,,,5.0,40.0
2026-08-06 11:06:58.855,512587,76889,150002000,1179.929271,,6.520,0x00,0x00,CURRENT,1,0,OK,0.5,0.514,77.0,150.002,,1179.926,,,5.0,40.0
2026-08-06 11:06:59.689,512693,76905,150002192,1179.931298,,7.354,0x00,0x00,CURRENT,1,0,OK,0.5,0.514,77.0,150.002,,1179.928,,,5.0,40.0
2026-08-06 11:07:00.504,512623,76895,150002448,1179.934001,,8.169,0x00,0x00,CURRENT,1,0,OK,0.5,0.514,77.0,150.002,,1179.928,,,5.0,40.0
2026-08-06 11:07:01.818,512217,76834,150002400,1179.933494,,9.483,0x00,0x00,CURRENT,1,0,OK,0.5,0.514,77.0,150.002,,1179.928,,,5.0,40.0
2026-08-06 11:07:02.633,511833,76776,150002096,1179.930284,,10.298,0x00,0x00,CURRENT,1,0,OK,0.5,0.514,77.0,150.002,,1179.928,,,5.0,40.0
2026-08-06 11:07:03.467,511299,76696,150002192,1179.931298,,11.132,0x00,0x00,CURRENT,1,0,OK,0.5,0.513,77.0,150.002,,1179.924,,,5.0,39.0
2026-08-06 11:07:04.355,510620,76594,150002016,1179.929439,,12.020,0x00,0x00,CURRENT,1,0,OK,0.5,0.513,77.0,150.002,,1179.924,,,5.0,39.0
