timestamp,I_nA,V_uV,R_uOhm,chip_temp_C,note,elapsed_s,current_adc_status,voltage_adc_status,control_mode,control_enabled,control_fault,control_status,target_current_mA,measured_current_mA,measured_voltage_mV,measured_resistance_ohm,target_temp_C,measured_temp_C,temperature_error_C,temperature_integral_mA,drive_mV,power_uW
2026-08-07 11:29:57.706,299514,44927,150001008,1179.918795,,0.325,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.002,,1179.934,,,1.0,14.0
2026-08-07 11:29:58.521,299485,44923,150000816,1179.916768,,1.140,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.002,,1179.934,,,1.0,14.0
2026-08-07 11:29:59.427,299460,44919,150000688,1179.915416,,2.046,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.004,,1179.949,,,1.0,14.0
2026-08-07 11:30:00.742,299432,44915,150000800,1179.916599,,3.361,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.004,,1179.949,,,1.0,14.0
2026-08-07 11:30:01.576,299574,44936,149999600,1179.903927,,4.195,0x00,0x00,CURRENT,1,0,OK,0.3,0.299,45.0,150.0,,1179.904,,,1.0,13.0
2026-08-07 11:30:02.391,299710,44957,149999888,1179.906969,,5.010,0x00,0x00,CURRENT,1,0,OK,0.3,0.299,45.0,150.0,,1179.904,,,1.0,13.0
2026-08-07 11:30:03.206,299671,44951,149999856,1179.906631,,5.825,0x00,0x00,CURRENT,1,0,OK,0.3,0.299,45.0,150.0,,1179.904,,,1.0,13.0
2026-08-07 11:30:04.040,299628,44944,150000128,1179.909503,,6.659,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.002,,1179.933,,,1.0,14.0
2026-08-07 11:30:04.872,299591,44939,150000464,1179.913051,,7.491,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.002,,1179.933,,,1.0,14.0
2026-08-07 11:30:05.706,299555,44933,150000352,1179.911868,,8.325,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.913,,,1.0,13.0
2026-08-07 11:30:06.521,299695,44954,150000160,1179.909841,,9.140,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.913,,,1.0,13.0
2026-08-07 11:30:07.427,299827,44974,149999200,1179.899703,,10.046,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.999,,1179.901,,,1.0,14.0
2026-08-07 11:30:08.742,299775,44966,149998864,1179.896155,,11.361,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.999,,1179.901,,,1.0,14.0
2026-08-07 11:30:09.575,299729,44959,149999232,1179.900041,,12.195,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.997,,1179.875,,,1.0,13.0
2026-08-07 11:30:10.391,299693,44954,149998912,1179.896662,,13.010,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.997,,1179.875,,,1.0,13.0
2026-08-07 11:30:11.206,299817,44972,149999632,1179.904265,,13.825,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.997,,1179.875,,,1.0,13.0
2026-08-07 11:30:12.040,299939,44991,149999824,1179.906293,,14.659,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.997,,1179.875,,,1.0,14.0
2026-08-07 11:30:12.873,299879,44982,149999680,1179.904772,,15.492,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.997,,1179.875,,,1.0,14.0
2026-08-07 11:30:13.707,299830,44974,149999648,1179.904434,,16.326,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.002,,1179.929,,,1.0,14.0
2026-08-07 11:30:14.522,299779,44967,149999632,1179.904265,,17.141,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.002,,1179.929,,,1.0,14.0
2026-08-07 11:30:15.426,299737,44960,149999680,1179.904772,,18.046,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.92,,,1.0,13.0
2026-08-07 11:30:16.742,299863,44979,149999200,1179.899703,,19.361,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.92,,,1.0,13.0
2026-08-07 11:30:17.576,299822,44973,149998704,1179.894466,,20.195,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.997,,1179.876,,,1.0,14.0
2026-08-07 11:30:18.391,299775,44966,149998672,1179.894128,,21.010,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.997,,1179.876,,,1.0,14.0
2026-08-07 11:30:19.205,299726,44959,149999536,1179.903252,,21.825,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.997,,1179.876,,,1.0,14.0
2026-08-07 11:30:20.040,299687,44953,149999632,1179.904265,,22.659,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.904,,,1.0,13.0
2026-08-07 11:30:20.872,299817,44972,149999600,1179.903927,,23.492,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.904,,,1.0,13.0
2026-08-07 11:30:21.707,299944,44991,149999712,1179.905110,,24.326,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.999,,1179.898,,,1.0,14.0
2026-08-07 11:30:22.521,299894,44984,150000112,1179.909334,,25.141,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.999,,1179.898,,,1.0,14.0
2026-08-07 11:30:23.426,299850,44977,149999824,1179.906293,,26.045,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.908,,,1.0,14.0
2026-08-07 11:30:24.741,299802,44970,149999552,1179.903420,,27.361,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.908,,,1.0,14.0
2026-08-07 11:30:25.575,299764,44964,149999376,1179.901562,,28.195,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.997,,1179.874,,,1.0,13.0
2026-08-07 11:30:26.390,299891,44984,149999728,1179.905279,,29.010,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.997,,1179.874,,,1.0,13.0
2026-08-07 11:30:27.205,300014,45002,149999744,1179.905448,,29.825,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.997,,1179.874,,,1.0,13.0
2026-08-07 11:30:28.039,299961,44994,149999808,1179.906124,,30.659,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.994,,1179.847,,,1.0,14.0
2026-08-07 11:30:28.872,299918,44988,150000096,1179.909165,,31.492,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.994,,1179.847,,,1.0,14.0
2026-08-07 11:30:29.706,299876,44981,149999440,1179.902238,,32.326,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.995,,1179.857,,,1.0,13.0
2026-08-07 11:30:30.521,299829,44974,149999184,1179.899535,,33.141,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.995,,1179.857,,,1.0,13.0
2026-08-07 11:30:31.427,299791,44968,149999328,1179.901055,,34.046,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.999,,1179.901,,,1.0,13.0
2026-08-07 11:30:32.741,299914,44987,149999056,1179.898183,,35.361,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.999,,1179.901,,,1.0,13.0
2026-08-07 11:30:33.576,299872,44980,149998832,1179.895817,,36.195,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.998,,1179.892,,,1.0,14.0
2026-08-07 11:30:34.390,299825,44973,149998640,1179.893790,,37.010,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.998,,1179.892,,,1.0,14.0
2026-08-07 11:30:35.205,299786,44968,149999056,1179.898183,,37.825,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.998,,1179.892,,,1.0,14.0
2026-08-07 11:30:36.039,299750,44962,149998992,1179.897507,,38.659,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.907,,,1.0,13.0
2026-08-07 11:30:36.872,299884,44982,149999264,1179.900379,,39.492,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.907,,,1.0,13.0
2026-08-07 11:30:37.706,299846,44976,149998864,1179.896155,,40.326,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.997,,1179.881,,,1.0,14.0
2026-08-07 11:30:38.521,299805,44970,149999104,1179.898690,,41.140,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.997,,1179.881,,,1.0,14.0
2026-08-07 11:30:39.427,299928,44989,149999216,1179.899872,,42.047,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.002,,1179.928,,,1.0,13.0
2026-08-07 11:30:40.742,299887,44983,149999408,1179.901900,,43.362,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.002,,1179.928,,,1.0,13.0
2026-08-07 11:30:41.576,300014,45002,149999424,1179.902069,,44.196,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.907,,,1.0,13.0
2026-08-07 11:30:42.391,299967,44995,149998912,1179.896662,,45.010,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.907,,,1.0,13.0
2026-08-07 11:30:43.206,299918,44987,149998704,1179.894466,,45.826,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.907,,,1.0,13.0
2026-08-07 11:30:44.040,299876,44981,149998544,1179.892776,,46.659,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.916,,,1.0,13.0
2026-08-07 11:30:44.872,300005,45000,149997984,1179.886863,,47.492,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.916,,,1.0,13.0
2026-08-07 11:30:45.706,299950,44992,149998240,1179.889566,,48.326,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.917,,,1.0,14.0
2026-08-07 11:30:46.521,299908,44986,149998240,1179.889566,,49.140,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.917,,,1.0,14.0
2026-08-07 11:30:47.427,299866,44979,149998480,1179.892100,,50.047,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.921,,,1.0,13.0
2026-08-07 11:30:48.742,300007,45001,149998320,1179.890411,,51.362,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.921,,,1.0,13.0
2026-08-07 11:30:49.576,299968,44995,149998944,1179.897000,,52.195,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.997,,1179.878,,,1.0,14.0
2026-08-07 11:30:50.391,299921,44988,149999056,1179.898183,,53.010,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.997,,1179.878,,,1.0,14.0
2026-08-07 11:30:51.206,299882,44982,149998768,1179.895142,,53.826,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.997,,1179.878,,,1.0,14.0
2026-08-07 11:30:52.040,299847,44977,149999040,1179.898014,,54.659,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.919,,,1.0,13.0
2026-08-07 11:30:52.872,299811,44971,149999024,1179.897845,,55.491,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.919,,,1.0,13.0
2026-08-07 11:30:53.706,299780,44967,149999008,1179.897676,,56.326,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.917,,,1.0,13.0
2026-08-07 11:30:54.521,299916,44987,149999376,1179.901562,,57.140,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.917,,,1.0,13.0
2026-08-07 11:30:55.427,299870,44980,149999376,1179.901562,,58.046,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.921,,,1.0,14.0
2026-08-07 11:30:56.742,299998,45000,149999392,1179.901731,,59.362,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.921,,,1.0,14.0
2026-08-07 11:30:57.576,299943,44991,149999168,1179.899366,,60.195,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.904,,,1.0,14.0
2026-08-07 11:30:58.391,299898,44984,149999200,1179.899703,,61.010,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.904,,,1.0,14.0
2026-08-07 11:30:59.206,300024,45004,150000032,1179.908489,,61.825,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.904,,,1.0,14.0
2026-08-07 11:31:00.040,299979,44997,150000016,1179.908320,,62.659,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.912,,,1.0,14.0
2026-08-07 11:31:00.872,299941,44991,150000032,1179.908489,,63.491,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.912,,,1.0,14.0
2026-08-07 11:31:01.706,299908,44986,149999968,1179.907813,,64.326,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.005,,1179.96,,,1.0,13.0
2026-08-07 11:31:02.521,300028,45004,150000336,1179.911699,,65.140,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.005,,1179.96,,,1.0,13.0
2026-08-07 11:31:03.427,299982,44997,150000064,1179.908827,,66.046,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.006,,1179.973,,,1.0,14.0
2026-08-07 11:31:04.742,299936,44990,149999488,1179.902745,,67.361,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.006,,1179.973,,,1.0,14.0
2026-08-07 11:31:05.576,300061,45009,149999104,1179.898690,,68.195,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.919,,,1.0,13.0
2026-08-07 11:31:06.391,300016,45002,149999440,1179.902238,,69.010,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.919,,,1.0,13.0
2026-08-07 11:31:07.206,299968,44995,149999040,1179.898014,,69.825,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.001,,1179.919,,,1.0,13.0
2026-08-07 11:31:08.040,300087,45013,149998944,1179.897000,,70.659,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.997,,1179.881,,,1.0,13.0
2026-08-07 11:31:08.871,300032,45004,149998880,1179.896324,,71.490,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.997,,1179.881,,,1.0,13.0
2026-08-07 11:31:09.705,299992,44999,149999072,1179.898352,,72.324,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.996,,1179.871,,,1.0,14.0
2026-08-07 11:31:10.520,299950,44992,149999408,1179.901900,,73.139,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.996,,1179.871,,,1.0,14.0
2026-08-07 11:31:11.427,300083,45012,149999072,1179.898352,,74.046,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.908,,,1.0,13.0
2026-08-07 11:31:12.742,300025,45003,149998912,1179.896662,,75.361,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.908,,,1.0,13.0
2026-08-07 11:31:13.576,299977,44996,149998720,1179.894635,,76.195,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.996,,1179.868,,,1.0,13.0
2026-08-07 11:31:14.391,300100,45015,149998864,1179.896155,,77.010,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.996,,1179.868,,,1.0,13.0
2026-08-07 11:31:15.205,300221,45033,149998528,1179.892607,,77.825,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.996,,1179.868,,,1.0,13.0
2026-08-07 11:31:16.040,300162,45024,149998768,1179.895142,,78.659,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.998,,1179.884,,,1.0,14.0
2026-08-07 11:31:16.872,300103,45015,149998352,1179.890749,,79.491,0x00,0x00,CURRENT,1,0,OK,0.3,0.301,45.0,149.998,,1179.884,,,1.0,14.0
2026-08-07 11:31:17.706,300054,45007,149997936,1179.886356,,80.325,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.002,,1179.933,,,1.0,14.0
2026-08-07 11:31:18.520,300009,45001,149997856,1179.885511,,81.140,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.002,,1179.933,,,1.0,14.0
2026-08-07 11:31:19.425,299966,44994,149998352,1179.890749,,82.045,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.004,,1179.949,,,1.0,13.0
2026-08-07 11:31:20.740,300097,45014,149998192,1179.889059,,83.360,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.004,,1179.949,,,1.0,13.0
2026-08-07 11:31:21.575,300223,45033,149998192,1179.889059,,84.194,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.999,,1179.898,,,1.0,14.0
2026-08-07 11:31:22.390,300172,45025,149997888,1179.885849,,85.009,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.999,,1179.898,,,1.0,14.0
2026-08-07 11:31:23.204,300119,45017,149998064,1179.887708,,85.824,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,149.999,,1179.898,,,1.0,14.0
2026-08-07 11:31:24.039,300062,45009,149998720,1179.894635,,86.658,0x00,0x00,CURRENT,1,0,OK,0.3,0.3,45.0,150.0,,1179.909,,,1.0,14.0
